S.no.,Company,Model,Variant,Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel_lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Ventilation_System,Gear_Indicator,Drive_Modes,ABS_Anti_lock_Braking_System,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Parking_Assistance,Infotainment_Screen
584,Hyundai,Verna,1.4 Crdi Ex,999900,1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1445 mm,4440 mm,1729 mm,Sedan,4,12,20 km/litre,18 km/litre,950 kg,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,465 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"14th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
585,Mahindra,Xuv300,1.2 W4,830127,1197 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Petrol,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,17 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,Only Front Windows,109bhp@5000RPM,200Nm@2000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"15th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
586,Mahindra,Xuv300,1.2 W6,915128,1197 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Petrol,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,17 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,Only Front Windows,109bhp@5000RPM,200Nm@2000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"16th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
587,Mahindra,Xuv300,1.2 W8,1060129,1197 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Petrol,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,17 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,All Windows,109bhp@5000RPM,200Nm@2000rpm,Digital,Analog,Digital,Yes,5,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"17th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,2 Zone Climate Control,No,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
588,Mahindra,Xuv300,1.2 W8(O),1184129,1197 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Petrol,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,17 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,All Windows,109bhp@5000RPM,200Nm@2000rpm,Digital,Analog,Digital,Yes,5,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"18th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
589,Mahindra,Xuv300,1.5 W4,869131,1497 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,20 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,All Windows,115bhp@3750rpm,300Nm@1500rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"19th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver Only,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
590,Mahindra,Xuv300,1.5 W6,950131,1497 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,20 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,All Windows,115bhp@3750rpm,300Nm@1500rpm,Digital,Analog,Digital,Yes,5,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"20th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Co-Driver Only,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
591,Mahindra,Xuv300,1.5 W8,1095129,1497 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,20 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,All Windows,115bhp@3750rpm,300Nm@1500rpm,Digital,Analog,Digital,Yes,5,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"21st /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
592,Mahindra,Xuv300,1.5 W8 (O),1214130,1497 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,20 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,All Windows,115bhp@3750rpm,300Nm@1500rpm,Digital,Analog,Digital,Yes,5,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"22nd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
593,Mahindra,Xuv300,1.5 W8 Amt,1149800,1497 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,20 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,All Windows,115bhp@3750rpm,300Nm@1500rpm,Digital,Analog,Digital,Yes,5,Leather,Automatic,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"23rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
594,Mahindra,Xuv300,1.5 W8 (O) Amt,1269131,1497 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,20 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,All Windows,115bhp@3750rpm,300Nm@1500rpm,Digital,Analog,Digital,Yes,5,Leather,Automatic,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"24th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
595,Mahindra,Xuv300,1.5 W6 Amt,999000,1497 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,12,20 km/litre,20 km/litre,950 kg,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Electro-Hydraulic,All Windows,115bhp@3750rpm,300Nm@1500rpm,Digital,Analog,Digital,Yes,5,Leather,AMT,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Manual,259 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"25th /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Co-Driver Only,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1450 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
596,Renault,Lodgy,85 Ps Std,863299,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1697 mm,4498 mm,1751 mm,MUV,4,21,20 km/litre,21 km/litre,1299 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,Only Front Windows,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,207 litres,Yes,Yes,Digital,Centre,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1338 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
597,Renault,Lodgy,85 Ps Rxe 8 Seater,964199,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1697 mm,4498 mm,1751 mm,MUV,4,21,20 km/litre,21 km/litre,1299 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Torsion Beam with Anti roll bars,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,Internal,207 litres,Yes,Yes,Digital,Front,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1338 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
598,Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,1211599,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1697 mm,4498 mm,1751 mm,MUV,4,21,20 km/litre,21 km/litre,1338 kg,6,174 mm,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,3-link rigid axle with coil spring,185/65 R15,185/65 R15,Electro-Hydraulic,All Windows,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,4,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,Internal,759 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
599,Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,1211599,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1697 mm,4498 mm,1751 mm,MUV,4,21,20 km/litre,21 km/litre,1368 kg,6,174 mm,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,"3 link, coil spring suspension",185/65 R15,185/65 R15,Electro-Hydraulic,All Windows,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,Internal,207 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,All Rows,1450 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
600,Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,1053899,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1697 mm,4498 mm,1751 mm,MUV,4,21,20 km/litre,21 km/litre,1299 kg,5,174 mm,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,"4 link, coil spring suspension",185/65 R16,185/65 R16,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,Internal,207 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,All Rows,1338 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
601,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,1130099,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1697 mm,4498 mm,1751 mm,MUV,4,21,20 km/litre,21 km/litre,1299 kg,5,174 mm,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,"5 link, coil spring suspension",185/65 R16,185/65 R16,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,Internal,207 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,All Rows,1338 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
602,Renault,Lodgy,85 Ps Rxe 7 Seater,964199,1461 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1697 mm,4498 mm,1751 mm,MUV,4,21,20 km/litre,21 km/litre,1299 kg,5,174 mm,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,Torsion Beam with Anti roll bars,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years /50000 Kms (years/distance whichever comes first),Yes,Internal,207 litres,Yes,Yes,Digital,Front,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,All Rows,1338 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
603,Volkswagen,Vento,Trendline 1.6 (P),876500,1598 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1467 mm,4390 mm,1699 mm,Sedan,5,12,20 km/litre,16 km/litre,1140 kg,5,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,175/70R14,175/70R14,Electric Power,All Windows,105PS@5250rpm,153Nm@3800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,494 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",No,All Rows,1680 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Rear sensors,Touch Sensitive
604,Volkswagen,Vento,Highline 1.6 (P),999900,1598 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1467 mm,4390 mm,1699 mm,Sedan,4,12,20 km/litre,16 km/litre,1140 kg,5,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5250rpm,153Nm@3800rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",494 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1680 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
605,Volkswagen,Vento,Comfortline 1.6 (P),999900,1598 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1467 mm,4390 mm,1699 mm,Sedan,4,12,20 km/litre,16 km/litre,1137 kg,5,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5250rpm,153Nm@3800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",494 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1680 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Rear sensors,Touch Sensitive
606,Volkswagen,Vento,Highline 1.2 (P) Dsg,1197500,1197 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1467 mm,4390 mm,1699 mm,Sedan,4,12,20 km/litre,20 km/litre,1179 kg,7,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5000rpm,175Nm@1500-4100rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",494 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1720 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
607,Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,1449500,1197 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1467 mm,4390 mm,1699 mm,Sedan,4,12,20 km/litre,20 km/litre,1174 kg,7,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5000rpm,175Nm@1500-4100rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,Yes,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"With Remote, Internal",494 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,"Normal, Eco, Sport",Yes,All Rows,1720 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors with camera,Touch Sensitive
